domain_name,agency_organization,maintaining_office,use_case,agency_type,branch,state,comments,link,date_added,city,security_contact_email
andovertwp.org,,,,local,,New Jersey,"Andover Township, NJ (Incorporated 1864; Sussex County) -- Note added 6/30/14 16:15",http://andovertwp.org/,6/6/13 18:08,,
angelinacounty.net,,,,county,,Texas,"Angelina County, TX -- Note added 3/3/15 6:33",http://www.angelinacounty.net/,6/6/13 18:08,,
angier.org,,,,local,,North Carolina,"angier, nc -- Note added 9/11/15 17:12",http://angier.org/,6/6/13 18:08,,
angleton.tx.us,,,,local,,Texas,"Angleton, TX -- Note added 3/3/15 6:35",http://angleton.tx.us/,6/6/13 18:08,,
angolain.org,,,,local,,Indiana,"Angola, In -- Note added 8/27/15 14:12",http://angolain.org/,6/6/13 18:08,,
annetta.org,,,,local,,Texas,"Town of Anetta, TX -- Note added 3/3/15 6:35",http://annetta.org/,6/6/13 18:08,,
annualcreditreport.com,,,,quasigovernmental,,,Required by law - see https://www.consumerfinance.gov/ask-cfpb/how-do-i-get-a-copy-of-my-credit-reports-en-5/. -DPM 11/15/22. AnnualCreditReport.com is the official site to help consumers to obtain their free credit report. -- Note added 6/6/13 18:08,https://www.annualcreditreport.com/index.action,6/6/13 18:08,,
anokacounty.us,,,,county,,Minnesota,"Anoka County, MN -- Note added 4/19/15 23:57",http://www.anokacounty.us/,6/6/13 18:08,,
anra.org,,,,local,,Texas,"Angelina & Neches River Authority, TX -- Note added 3/3/15 6:36",http://www.anra.org/,6/6/13 18:08,,
antigo-city.org,,,,local,,Wisconsin,"City of Antigo, WI -- Note added 4/1/14 13:08",http://www.antigo-city.org/,6/6/13 18:08,,
antrimcounty.org,,,,county,,Michigan,"antrim county, mi -- Note added 9/2/15 19:56",http://www.antrimcounty.org/,6/6/13 18:08,,
antrimnh.org,,,,local,,New Hampshire,"antrim, nh -- Note added 8/28/15 18:35",http://antrimnh.org/Pages/index,6/6/13 18:08,,
apdcares.org,,,,state,,Florida,Agency for Persons with Disabilities (APD) -- Note added 2/25/15 15:33,http://apdcares.org/,6/6/13 18:08,,
apexnc.org,,,,local,,North Carolina,"apex, nc -- Note added 9/11/15 17:10",http://apexnc.org/,6/6/13 18:08,,
apfc.org,,,,state,,Alaska,Alaska Permanent Fund Corporation -- Note added 6/6/13 18:08,http://apfc.org/home/Content/home/index.cfm,6/6/13 18:08,,
aplingtonia.com,,,,local,,Iowa,"Applington, IA -- Note added 8/25/15 19:56",http://aplingtonia.com/,6/6/13 18:08,,
apollopa.org,,,,local,,Pennsylvania,"Borough of Apollo, PA -- Note added 6/30/14 20:40",http://apollopa.org,6/6/13 18:08,,
apopka.net,,,,local,,Florida,City of Apoka -- Note added 6/15/15 19:34,http://apopka.net/,6/6/13 18:08,,
appleton.org,,,,local,,Wisconsin,"City of Appleton, WI -- Note added 7/25/14 5:07",http://appleton.org/,6/6/13 18:08,,
applevalley.org,,,,local,,California,City of Apple Valley website -- Note added 3/10/15 16:38,http://applevalley.org/Index.aspx?page=1,6/6/13 18:08,,
apscservices.info,,,,state,,Arkansas,Arkansas Public Service Commission -- Note added 1/10/14 17:55,http://www.apscservices.info/,1/10/14 17:55,,
arabcity.org,,,,local,,Alabama,"City of Arab, AL -- Note added 6/12/13 17:15",http://arabcity.org/,6/6/13 18:08,,
portal.arbenefits.org,,,,state,,Arkansas,ARBenefitsfor Arkansas State and Public School Plan MembersProvided by the Employee Benefit Division of the [Arkansas] Department of Finance & Administration -- Note added 12/10/14 6:24,http://portal.arbenefits.org/Pages/default.aspx,3/20/14 15:13,,
arcadialakes.net,,,,local,,South Carolina,"arcadia lakes, sc -- Note added 8/28/15 13:17",http://www.arcadialakes.net/,6/6/13 18:08,,
arcadialouisiana.org,,,,local,,Louisiana,"Town of Arcadia, La. -- Note added 8/21/15 14:19",http://arcadialouisiana.org/arcadialouisiana/Arcadia_Louisiana.html,6/6/13 18:08,,
archbold.com,,,,local,,Ohio,"Village of Archbold, OH -- Note added 11/20/13 16:13",http://www.archbold.com/,6/6/13 18:08,,
archuletacounty.org,,,,county,,Colorado,"Archuleta County, CO -- Note added 6/6/13 18:08",http://archuletacounty.org/,6/6/13 18:08,,
ardc.org,,,,regional,,Minnesota,"Arrowhead Regional Development Commission, MN -- Note added 3/11/15 15:19",http://www.ardc.org/,6/6/13 18:08,,
ardsleyvillage.com,,,,local,,New York,"Village of Ardsley, NY -- Note added 6/8/15 12:06",http://www.ardsleyvillage.com/,6/6/13 18:08,,
arfireprotection.org,,,,state,,Arkansas,Arkansas Fire Protection Licensing Board -- Note added 6/12/13 18:10,http://www.arfireprotection.org/,6/6/13 18:08,,
arguard.org,,,,state,,Arkansas,Arkansas National Guard -- Note added 1/23/14 13:42,http://www.arguard.org/,1/23/14 13:42,,
argyleny.com,,,,local,,New York,"Town of Argyle, NY -- Note added 6/8/15 12:07",http://argyleny.com/,6/6/13 18:08,,
argyletx.com,,,,local,,Texas,"Town of Argyle, TX -- Note added 7/25/13 14:58",http://www.argyletx.com/town/Town-of-Argyle.html,6/6/13 18:08,,
argylewi.org,,,,local,,Wisconsin,"Village of Argyle, WI -- Note added 7/25/14 5:10",http://argylewi.org/,6/6/13 18:08,,
arizonaguide.com,,,,state,,Arizona,Travel and Tourism Site for Arizona -- Note added 6/6/13 19:16,http://arizonaguide.com/,6/6/13 19:11,,
arizonalottery.com,,,,state,,Arizona,Arizona lottery -- Note added 11/18/13 15:03,http://www.arizonalottery.com,6/6/13 18:08,,
arizonaworkforceconnection.com,,,,state,,Arizona,"Arizona's Workforce Connection!, a website of the Governor's Council on Workforce Policy developed to provide easy access to the workforce development system in Arizona. -- Note added 11/18/13 15:13",http://www.arizonaworkforceconnection.com/,6/6/13 18:08,,
ark-ives.com,,,,state,,Arkansas,"Arkansas History Commission, a division of the Arkansas Department of Parks and Tourism -- Note added 12/10/14 6:32",http://www.ark-ives.com/,6/6/13 18:08,,
arkansas.com,,,,state,,Arkansas,Travel and Tourism Site for Arkansas -- Note added 6/6/13 19:23,http://www.arkansas.com/,6/6/13 19:11,,
arkansasctf.org,,,,state,,Arkansas,Arkansas Children's Trust Fund -- Note added 7/17/13 16:07,http://www.arkansasctf.org/,6/6/13 18:08,,
arkansased.org,,,,state,,Arkansas,Arkansas Department of Education -- Note added 12/10/14 6:56,http://www.arkansased.org/,6/6/13 18:08,,
arkansasedc.com,,,,state,,Arkansas,Arkansas Economic Development Coorporation (AEDC) -- Note added 1/24/14 14:36,http://arkansasedc.com/,1/24/14 14:36,,
arkansasethics.com,,,,state,,Arkansas,Arkansas Ethics Commission -- Note added 7/17/13 16:13,http://arkansasethics.com/,6/6/13 18:08,,
arkcity.org,,,,local,,Kansas,"City of Arkansas City, KS -- Note added 6/6/13 18:08",http://arkcity.org/portal/portal.aspx,6/6/13 18:08,,
arkidsfirst.com,,,,state,,Arkansas,"ARKids First health insurance, Arkansas Department of Human Services -- Note added 1/10/14 19:17",http://arkidsfirst.com/home.htm,1/10/14 19:17,,
arkport.com,,,,local,,New York,"Arkport, NY -- Note added 6/7/15 20:17",http://arkport.com/,6/6/13 18:08,,
arlingtonva.us,,,,local,,Virginia,"City of Arlington, Virginia -- Note added 8/30/13 13:07",http://www.arlingtonva.us/,6/6/13 18:08,,
arlpc.org,,,,state,,Arkansas,Arkansas Livestock and Poultry Commission -- Note added 7/17/13 16:14,http://www.arlpc.org/index.asp,6/6/13 18:08,,
armedforcessports.com,Department of Defense (DOD),,,federal,unspecified,,"Armed Forces Sports, Department of Defense -- Note added 12/5/14 20:10",http://www.armedforcessports.com/,12/5/14 20:10,,
armedicalboard.org,,,,state,,Arkansas,Arkansas State Medical Board -- Note added 7/17/13 17:16,http://armedicalboard.org/,6/6/13 18:08,,
armstrongcounty.com,,,,county,,Pennsylvania,Armstrong County Tourist Bureau -- Note added 6/30/14 20:44,http://armstrongcounty.com,6/6/13 18:08,,
armstrongtwp.org,,,,local,,Pennsylvania,"Armstrong Township, Indiana County, PA -- Note added 9/23/15 12:57",http://armstrongtwp.org/,6/6/13 18:08,,
armyfuturescommand.com,Department of the Army,,,federal,unspecified,,Responsible for leading a team of Soldiers and civilians to streamline the Army’s modernization enterprise under a single command. The command enhances efficiency and effectiveness in delivering the technology necessary to maintain the Army’s competitive advantage and win wars. - From https://armyfuturescommand.com/leadership/. See also https://www.army.mil/futures.,https://armyfuturescommand.com/,8/26/19 0:00,,
arnoldmo.org,,,,local,,Missouri,"City of Arnold, MO -- Note added 9/2/15 14:14",http://www.arnoldmo.org/,6/6/13 18:08,,
arnoldsparkcity.com,,,,local,,Iowa,"Arnolds Park, IA -- Note added 8/25/15 19:57",http://arnoldsparkcity.com/,6/6/13 18:08,,
aroostook.me.us,,,,county,,Maine,"Aroostook County, ME -- Note added 6/12/13 19:13",http://aroostook.me.us/,6/6/13 18:08,,
aroptometry.org,,,,state,,Arkansas,Arkansas State Board of Optometry -- Note added 11/18/13 15:44,http://www.aroptometry.org/,6/6/13 18:08,,
arptb.org,,,,state,,Arkansas,Arkansas State Board of Physical Therapy -- Note added 11/18/13 15:45,http://www.arptb.org/,6/6/13 18:08,,
arrowsic.org,,,,local,,Maine,"arrowsic, me -- Note added 8/27/15 17:56",http://arrowsic.org/,6/6/13 18:08,,
arroyogrande.org,,,,local,,California,City of Arroyo Grande website -- Note added 3/10/15 16:50,http://www.arroyogrande.org/,6/6/13 18:08,,
artesiansd.com,,,,local,,South Dakota,"Town of Artesian, SD -- Note added 2/26/14 19:08",http://artesiansd.com/,6/6/13 18:08,,
arundelmaine.org,,,,local,,Maine,"Town of Arundel, ME -- Note added 11/20/13 16:21",http://www.arundelmaine.org/,6/6/13 18:08,,
arvin.org,,,,local,,California,City of Arvin website -- Note added 3/10/15 16:52,http://www.arvin.org/,6/6/13 18:08,,
asbca.org,,,,state,,Arkansas,Arkansas State Board of Collection Agencies -- Note added 11/18/13 15:45,http://www.asbca.org/,6/6/13 18:08,,
ascensionparish.net,,,,county,,Louisiana,"Ascension Parish, Louisiana -- Note added 8/21/15 17:38",http://ascensionparish.net/,6/6/13 18:08,,
asdd.com,,,,state,,Alabama,"Alabama State Port Authority, Mobile, AL -- Note added 6/12/13 17:16",http://asdd.com/,6/6/13 18:08,,
asgteo.com,,,,state,,American Samoa,American Samoa Territorial Energy Office -- Note added 6/7/13 14:55,http://asgteo.com/,6/7/13 14:54,,
asharoken.com,,,,local,,New York,"Village of Asharoken, NY -- Note added 6/8/15 12:07",http://asharoken.com/,6/6/13 18:08,,
ashecountygov.com,,,,county,,North Carolina,"ashe county, nc -- Note added 9/11/15 17:11",http://www.ashecountygov.com/,6/6/13 18:08,,
ashfordtownhall.org,,,,local,,Connecticut,"Town of Ashford, CT -- Note added 12/15/14 6:14",http://ashfordtownhall.org/,6/6/13 18:08,,
ashgrovemo.gov,,,,local,,Missouri,"City of Ash Grove, MO -- Note added 9/2/15 14:21",http://www.ashgrovemo.gov/,6/6/13 18:08,,
ashiwi.org,,,,native_sovereign_nation_tribal,,New Mexico,"Pueblo of Zuni, Zuni, NM -- Note added 6/12/13 15:49",http://ashiwi.org/,6/6/13 18:08,,
ashland-ohio.com,,,,local,,Ohio,"City of Ashland, OH -- Note added 3/10/14 15:25",http://www.ashland-ohio.com,6/6/13 18:08,,
ashland.ms,,,,local,,Mississippi,"Town of Ashland, MS -- Note added 7/8/14 13:04",http://ashland.ms/,6/6/13 18:08,,
ashland.or.us,,,,local,,Oregon,"City of Ashland, OR -- Note added 6/12/14 12:36",http://ashland.or.us/,6/6/13 18:08,,
ashlandcounty.org,,,,county,,Ohio,"Ashland County, OH -- Note added 3/10/14 15:29",http://www.ashlandcounty.org,6/6/13 18:08,,
ashlandmass.com,,,,local,,Massachusetts,"Ashland, Ma -- Note added 8/26/15 15:35",http://www.ashlandmass.com/,6/6/13 18:08,,
ashlandmo.us,,,,local,,Missouri,"City of Ash Land, MO -- Note added 9/2/15 14:32",http://ashlandmo.us/,6/6/13 18:08,,
ashley-nd.com,,,,local,,North Dakota,"City of Ashley, ND -- Note added 7/18/13 12:51",http://ashley-nd.com/,6/6/13 18:08,,
ashtownship.org,,,,local,,Michigan,"ash township, mi -- Note added 9/2/15 19:57",http://ashtownship.org/,6/6/13 18:08,,
ashwaubenon.com,,,,local,,Wisconsin,"Village of Ashwaubenon, WI -- Note added 4/1/14 14:06",http://www.ashwaubenon.com/,6/6/13 18:08,,
askjan.org,Department of Labor,Office of Disability Employment Policy,,federal,unspecified,,"Job Accommodation Network, a service of U.S. Department of Labor's Office of Disability Employment Policy. -- Note added 9/24/13 12:49",http://askjan.org/,9/24/13 12:48,,
askpsc.com,,,,state,,New York,New York State Public Service Commission‚Äôs Consumer Web Site -- Note added 1/10/14 19:17,http://www.askpsc.com/,1/10/14 19:17,,
asmdc.org,,,,state,,California,"California State Assembly Democratic Caucus, State of California -- Note added 6/6/13 18:08",,6/6/13 18:08,,
aspenpitkin.com,,,,county,,Colorado,"Aspen and Pitkin Counties, CO -- Note added 7/11/14 5:17",http://aspenpitkin.com/,6/6/13 18:08,,
aspinwallpa.com,,,,local,,Pennsylvania,"Aspinwall Borough, PA -- Note added 12/6/13 14:09",http://www.aspinwallpa.com/default.aspx,6/6/13 18:08,,
assumptionla.com,,,,county,,Louisiana,"Assumption Parish, La -- Note added 8/24/15 13:55",http://assumptionla.com/,6/6/13 18:08,,
asthmacommunitynetwork.org,,,,quasigovernmental,,," Asthma Community Network            Join today and become a partner in building and maintaining AsthmaCommunityNetwork.org. This online Network is designed for community-based asthma programs and organizations that sponsor them&mdash;including representatives of health plans and providers, government health and environmental agencies, nonprofits, coalitions, schools and more. The Network is supported by the http://www.epa.gov/ U.S. Environmental Protection Agency in partnership with http://asthma.umich.edu/ Allies Against Asthma, a program of the Robert Wood Johnson Foundation and the http://www.asthmacommunitynetwork.org/mcanpartners Merck Childhood Asthma Network, Inc. (MCAN), a nonprofit organization funded by the Merck Company Foundation. From http://www.asthmacommunitynetwork.org/about/whoweare ; Retrieved December 23, 2016         -- Note added 12/23/16 21:37",http://www.asthmacommunitynetwork.org/,12/23/16 20:36,,
astontownship.net,,,,local,,Pennsylvania,"Aston Township, PA -- Note added 6/30/14 20:47",http://astontownship.net/,6/6/13 18:08,,
astoria.or.us,,,,local,,Oregon,"City of Astoria, OR -- Note added 6/12/14 12:37",http://astoria.or.us/,6/6/13 18:08,,
atascadero.org,,,,local,,California,City of Atascadero website -- Note added 3/10/15 16:58,http://atascadero.org/,6/6/13 18:08,,
atchisoncountyks.org,,,,county,,Kansas,"Atchison County, KS -- Note added 6/6/13 18:08",http://atchisoncountyks.org/,6/6/13 18:08,,
atglen.org,,,,local,,Pennsylvania,"Borough of Atglen, PA -- Note added 6/30/14 20:50",http://atglen.org/,6/6/13 18:08,,
athensal.us,,,,local,,Alabama,"City of Athens, AL -- Note added 6/12/13 17:17",http://athensal.us/,6/6/13 18:08,,
athensclarkecounty.com,,,,county,,Georgia,Athens-Clarke County Unified Government -- Note added 6/6/13 18:08,http://athensclarkecounty.com/,6/6/13 18:08,,
athenscountygovernment.com,,,,county,,Ohio,"Athens County, OH -- Note added 11/20/13 16:17",,6/6/13 18:08,,
co.athensoh.org,,,,county,,Ohio,"Athens County, OH -- Note added 11/20/13 16:18",http://www.co.athensoh.org/,11/20/13 16:18,,
athenstownship.com,,,,local,,Minnesota,"Athens Township, MN -- Note added 3/20/14 17:18",http://athenstownship.com/,6/6/13 18:08,,
athenswis.com,,,,local,,Wisconsin,"Village of Athens, WI -- Note added 7/25/14 5:09",http://www.athenswis.com/,6/6/13 18:08,,
atlanticbeach-nc.com,,,,local,,North Carolina,"atlantic beach, nc -- Note added 9/11/15 17:13",http://atlanticbeach-nc.com/,6/6/13 18:08,,
atlanticcoastcfc.org,Combined Federal Campaign,,,federal,unspecified,Florida,Atlantic Coast Combined Federal Campaign -- Note added 6/15/15 19:37,http://www.atlanticcoastcfc.org/,6/6/13 18:08,,
atlastownship.org,,,,local,,Michigan,"atlas township, mi -- Note added 9/2/15 19:57",http://atlastownship.org/,6/6/13 18:08,,
atlfa.org,,,,state,,Virginia,Assistive Technology Loan Fund Authority. The authority offers low interest loans for a variety of special equipment to eligible applicants. See the establishing law at http://law.lis.virginia.gov/authorities/assistive-technology-loan-fund-authority-atlfa  -- Note added 7/23/14 15:46,http://atlfa.org/,6/6/13 18:08,,
attica.org,,,,local,,New York,"Village of Attica, NY -- Note added 5/27/15 18:46",http://www.attica.org/,6/6/13 18:08,,
atwater.org,,,,local,,California,City of Atwater website -- Note added 3/10/15 17:00,http://atwater.org/,6/6/13 18:08,,
auburnalabama.org,,,,local,,Alabama,"City of Auburn, AL -- Note added 6/12/13 17:20",http://auburnalabama.org/,6/6/13 18:08,,
auburnhills.org,,,,local,,Michigan,"auburn hills, mi -- Note added 9/2/15 19:57",http://auburnhills.org/,6/6/13 18:08,,
auburnnh.us,,,,local,,New Hampshire,"auburn, nh -- Note added 8/28/15 18:36",http://www.auburnnh.us/,6/6/13 18:08,,
auburnrancheria.com,,,,native_sovereign_nation_tribal,,,United Auburn Indian Community website -- Note added 3/9/15 19:43,http://www.auburnrancheria.com,6/6/13 18:08,,
audubonparknj.org,,,,county,,New Jersey,"Audubon Park Borough, NJ (Camden County) -- Note added 6/30/14 11:54",http://audubonparknj.org/index.html,6/6/13 18:08,,
www2.auglaizecounty.org,,,,county,,Ohio,"Auglaize County, OH -- Note added 3/10/14 16:09",http://www2.auglaizecounty.org/,6/6/13 18:08,,
aumsville.us,,,,local,,Oregon,"City of Aumsville, OR -- Note added 6/20/14 9:31",http://aumsville.us/,6/6/13 18:08,,
aurora-cityhall.org,,,,local,,Missouri,"City of Aurora, MO -- Note added 9/2/15 14:41",http://aurora-cityhall.org/,6/6/13 18:08,,
aurora-il.org,,,,local,,Illinois,"City of Aurora, IL -- Note added 11/20/13 16:47",http://aurora-il.org/,6/6/13 18:08,,
auroranewyork.us,,,,local,,New York,"Village of Aurora, NY -- Note added 6/8/15 12:08",http://auroranewyork.us/,6/6/13 18:08,,
auroraoh.com,,,,local,,Ohio,"Aurora, OH -- Note added 6/6/13 18:08",http://auroraoh.com/,6/6/13 18:08,,
ausabletownship.net,,,,local,,Michigan,"ausable township, mi -- Note added 9/2/15 19:58",http://ausabletownship.net/,6/6/13 18:08,,
