domain_name,agency_organization,maintaining_office,use_case,Type of government,Federal branch,state,comments,link,date_added,agency_type,branch,Domain Type,city,security_contact_email
amver.com,U.S. Coast Guard,,,Federal,,,"Automated Mutual Assistance Vessel Rescue (AMVER) System, sponsored by the United States Coast Guard, is a computer-based voluntary global ship reporting system used worldwide by search and rescue authorities to arrange for assistance to persons in distress at sea. -- Note added 1/23/15 15:04",http://www.amver.com/,1/23/15 15:03,federal,unspecified,,,
anaheim.net,,,,Local,,California,City of Anaheim website -- Note added 3/3/15 19:03,http://anaheim.net/,6/6/13 18:08,local,,,,
anc1c.org,,,,Local,,District of Columbia,DC Advisory Neighborhood Commission 1C -- Note added 6/7/13 17:33,,6/6/13 18:08,local,,,,
anc2e.com,,,,Local,,District of Columbia,DC Advisory Neighborhood Commission 2E -- Note added 6/7/13 17:34,,6/6/13 18:08,local,,,,
anc2f.org,,,,Local,,District of Columbia,DC Advisory Neighborhood Commission 2F -- Note added 6/7/13 17:34,,6/6/13 18:08,local,,,,
anc3e.org,,,,Local,,District of Columbia,DC Advisory Neighborhood Commission 3E -- Note added 6/7/13 17:35,,6/6/13 18:08,local,,,,
anderson.govoffice.com,,,,Local,,Alaska,"City of Anderson, AK -- Note added 6/7/13 12:39",http://www.anderson.govoffice.com/,6/6/13 18:09,local,,,,
andersoncountysc.org,,,,County,,South Carolina,"anderson county, sc -- Note added 8/28/15 13:17",http://www.andersoncountysc.org/,6/6/13 18:08,county,,,,
andersontownship.org,,,,Local,,Ohio,"Anderson Township, OH -- Note added 3/10/14 15:11",http://www.andersontownship.org/,6/6/13 18:08,local,,,,
andover.nh.us,,,,Local,,New Hampshire,"Town of Andover, NH -- Note added 7/23/13 19:47",http://andover.nh.us/,6/6/13 18:08,local,,,,
andoverct.org,,,,Local,,Connecticut,"Town of Andover, CT -- Note added 12/15/14 6:13",http://andoverct.org/,6/6/13 18:08,local,,,,
andoverks.com,,,,Local,,Kansas,"City of Andover, KS -- Note added 6/6/13 18:08",http://andoverks.com/,6/6/13 18:08,local,,,,
andovertwp.org,,,,Local,,New Jersey,"Andover Township, NJ (Incorporated 1864; Sussex County) -- Note added 6/30/14 16:15",http://andovertwp.org/,6/6/13 18:08,local,,,,
angelinacounty.net,,,,County,,Texas,"Angelina County, TX -- Note added 3/3/15 6:33",http://www.angelinacounty.net/,6/6/13 18:08,county,,,,
angier.org,,,,Local,,North Carolina,"angier, nc -- Note added 9/11/15 17:12",http://angier.org/,6/6/13 18:08,local,,,,
angleton.tx.us,,,,Local,,Texas,"Angleton, TX -- Note added 3/3/15 6:35",http://angleton.tx.us/,6/6/13 18:08,local,,,,
angolain.org,,,,Local,,Indiana,"Angola, In -- Note added 8/27/15 14:12",http://angolain.org/,6/6/13 18:08,local,,,,
annetta.org,,,,Local,,Texas,"Town of Anetta, TX -- Note added 3/3/15 6:35",http://annetta.org/,6/6/13 18:08,local,,,,
annualcreditreport.com,,,,Quasigovernmental,,,Required by law - see https://www.consumerfinance.gov/ask-cfpb/how-do-i-get-a-copy-of-my-credit-reports-en-5/. -DPM 11/15/22. AnnualCreditReport.com is the official site to help consumers to obtain their free credit report. -- Note added 6/6/13 18:08,https://www.annualcreditreport.com/index.action,6/6/13 18:08,quasigovernmental,,,,
anokacounty.us,,,,County,,Minnesota,"Anoka County, MN -- Note added 4/19/15 23:57",http://www.anokacounty.us/,6/6/13 18:08,county,,,,
anra.org,,,,Local,,Texas,"Angelina & Neches River Authority, TX -- Note added 3/3/15 6:36",http://www.anra.org/,6/6/13 18:08,local,,,,
antigo-city.org,,,,Local,,Wisconsin,"City of Antigo, WI -- Note added 4/1/14 13:08",http://www.antigo-city.org/,6/6/13 18:08,local,,,,
antrimcounty.org,,,,County,,Michigan,"antrim county, mi -- Note added 9/2/15 19:56",http://www.antrimcounty.org/,6/6/13 18:08,county,,,,
antrimnh.org,,,,Local,,New Hampshire,"antrim, nh -- Note added 8/28/15 18:35",http://antrimnh.org/Pages/index,6/6/13 18:08,local,,,,
apdcares.org,,,,State,,Florida,Agency for Persons with Disabilities (APD) -- Note added 2/25/15 15:33,http://apdcares.org/,6/6/13 18:08,state,,,,
apexnc.org,,,,Local,,North Carolina,"apex, nc -- Note added 9/11/15 17:10",http://apexnc.org/,6/6/13 18:08,local,,,,
apfc.org,,,,State,,Alaska,Alaska Permanent Fund Corporation -- Note added 6/6/13 18:08,http://apfc.org/home/Content/home/index.cfm,6/6/13 18:08,state,,,,
aplingtonia.com,,,,Local,,Iowa,"Applington, IA -- Note added 8/25/15 19:56",http://aplingtonia.com/,6/6/13 18:08,local,,,,
apollopa.org,,,,Local,,Pennsylvania,"Borough of Apollo, PA -- Note added 6/30/14 20:40",http://apollopa.org,6/6/13 18:08,local,,,,
apopka.net,,,,Local,,Florida,City of Apoka -- Note added 6/15/15 19:34,http://apopka.net/,6/6/13 18:08,local,,,,
appleton.org,,,,Local,,Wisconsin,"City of Appleton, WI -- Note added 7/25/14 5:07",http://appleton.org/,6/6/13 18:08,local,,,,
applevalley.org,,,,Local,,California,City of Apple Valley website -- Note added 3/10/15 16:38,http://applevalley.org/Index.aspx?page=1,6/6/13 18:08,local,,,,
apscservices.info,,,,State,,Arkansas,Arkansas Public Service Commission -- Note added 1/10/14 17:55,http://www.apscservices.info/,1/10/14 17:55,state,,,,
arabcity.org,,,,Local,,Alabama,"City of Arab, AL -- Note added 6/12/13 17:15",http://arabcity.org/,6/6/13 18:08,local,,,,
portal.arbenefits.org,,,,State,,Arkansas,ARBenefitsfor Arkansas State and Public School Plan MembersProvided by the Employee Benefit Division of the [Arkansas] Department of Finance & Administration -- Note added 12/10/14 6:24,http://portal.arbenefits.org/Pages/default.aspx,3/20/14 15:13,state,,,,
arcadialakes.net,,,,Local,,South Carolina,"arcadia lakes, sc -- Note added 8/28/15 13:17",http://www.arcadialakes.net/,6/6/13 18:08,local,,,,
arcadialouisiana.org,,,,Local,,Louisiana,"Town of Arcadia, La. -- Note added 8/21/15 14:19",http://arcadialouisiana.org/arcadialouisiana/Arcadia_Louisiana.html,6/6/13 18:08,local,,,,
archbold.com,,,,Local,,Ohio,"Village of Archbold, OH -- Note added 11/20/13 16:13",http://www.archbold.com/,6/6/13 18:08,local,,,,
archuletacounty.org,,,,County,,Colorado,"Archuleta County, CO -- Note added 6/6/13 18:08",http://archuletacounty.org/,6/6/13 18:08,county,,,,
ardc.org,,,,Regional,,Minnesota,"Arrowhead Regional Development Commission, MN -- Note added 3/11/15 15:19",http://www.ardc.org/,6/6/13 18:08,regional,,,,
ardsleyvillage.com,,,,Local,,New York,"Village of Ardsley, NY -- Note added 6/8/15 12:06",http://www.ardsleyvillage.com/,6/6/13 18:08,local,,,,
arfireprotection.org,,,,State,,Arkansas,Arkansas Fire Protection Licensing Board -- Note added 6/12/13 18:10,http://www.arfireprotection.org/,6/6/13 18:08,state,,,,
arguard.org,,,,State,,Arkansas,Arkansas National Guard -- Note added 1/23/14 13:42,http://www.arguard.org/,1/23/14 13:42,state,,,,
argyleny.com,,,,Local,,New York,"Town of Argyle, NY -- Note added 6/8/15 12:07",http://argyleny.com/,6/6/13 18:08,local,,,,
argyletx.com,,,,Local,,Texas,"Town of Argyle, TX -- Note added 7/25/13 14:58",http://www.argyletx.com/town/Town-of-Argyle.html,6/6/13 18:08,local,,,,
argylewi.org,,,,Local,,Wisconsin,"Village of Argyle, WI -- Note added 7/25/14 5:10",http://argylewi.org/,6/6/13 18:08,local,,,,
arizonaguide.com,,,,State,,Arizona,Travel and Tourism Site for Arizona -- Note added 6/6/13 19:16,http://arizonaguide.com/,6/6/13 19:11,state,,,,
arizonalottery.com,,,,State,,Arizona,Arizona lottery -- Note added 11/18/13 15:03,http://www.arizonalottery.com,6/6/13 18:08,state,,,,
arizonaworkforceconnection.com,,,,State,,Arizona,"Arizona's Workforce Connection!, a website of the Governor's Council on Workforce Policy developed to provide easy access to the workforce development system in Arizona. -- Note added 11/18/13 15:13",http://www.arizonaworkforceconnection.com/,6/6/13 18:08,state,,,,
ark-ives.com,,,,State,,Arkansas,"Arkansas History Commission, a division of the Arkansas Department of Parks and Tourism -- Note added 12/10/14 6:32",http://www.ark-ives.com/,6/6/13 18:08,state,,,,
arkansas.com,,,,State,,Arkansas,Travel and Tourism Site for Arkansas -- Note added 6/6/13 19:23,http://www.arkansas.com/,6/6/13 19:11,state,,,,
arkansasctf.org,,,,State,,Arkansas,Arkansas Children's Trust Fund -- Note added 7/17/13 16:07,http://www.arkansasctf.org/,6/6/13 18:08,state,,,,
arkansased.org,,,,State,,Arkansas,Arkansas Department of Education -- Note added 12/10/14 6:56,http://www.arkansased.org/,6/6/13 18:08,state,,,,
arkansasedc.com,,,,State,,Arkansas,Arkansas Economic Development Coorporation (AEDC) -- Note added 1/24/14 14:36,http://arkansasedc.com/,1/24/14 14:36,state,,,,
arkansasethics.com,,,,State,,Arkansas,Arkansas Ethics Commission -- Note added 7/17/13 16:13,http://arkansasethics.com/,6/6/13 18:08,state,,,,
arkcity.org,,,,Local,,Kansas,"City of Arkansas City, KS -- Note added 6/6/13 18:08",http://arkcity.org/portal/portal.aspx,6/6/13 18:08,local,,,,
arkidsfirst.com,,,,State,,Arkansas,"ARKids First health insurance, Arkansas Department of Human Services -- Note added 1/10/14 19:17",http://arkidsfirst.com/home.htm,1/10/14 19:17,state,,,,
arkport.com,,,,Local,,New York,"Arkport, NY -- Note added 6/7/15 20:17",http://arkport.com/,6/6/13 18:08,local,,,,
arlingtonva.us,,,,Local,,Virginia,"City of Arlington, Virginia -- Note added 8/30/13 13:07",http://www.arlingtonva.us/,6/6/13 18:08,local,,,,
arlpc.org,,,,State,,Arkansas,Arkansas Livestock and Poultry Commission -- Note added 7/17/13 16:14,http://www.arlpc.org/index.asp,6/6/13 18:08,state,,,,
armedforcessports.com,Department of Defense (DOD),,,Federal,,,"Armed Forces Sports, Department of Defense -- Note added 12/5/14 20:10",http://www.armedforcessports.com/,12/5/14 20:10,federal,unspecified,,,
armedicalboard.org,,,,State,,Arkansas,Arkansas State Medical Board -- Note added 7/17/13 17:16,http://armedicalboard.org/,6/6/13 18:08,state,,,,
armstrongcounty.com,,,,County,,Pennsylvania,Armstrong County Tourist Bureau -- Note added 6/30/14 20:44,http://armstrongcounty.com,6/6/13 18:08,county,,,,
armstrongtwp.org,,,,Local,,Pennsylvania,"Armstrong Township, Indiana County, PA -- Note added 9/23/15 12:57",http://armstrongtwp.org/,6/6/13 18:08,local,,,,
armyfuturescommand.com,Department of the Army,,,Federal,,,Responsible for leading a team of Soldiers and civilians to streamline the Army’s modernization enterprise under a single command. The command enhances efficiency and effectiveness in delivering the technology necessary to maintain the Army’s competitive advantage and win wars. - From https://armyfuturescommand.com/leadership/. See also https://www.army.mil/futures.,https://armyfuturescommand.com/,8/26/19 0:00,federal,unspecified,,,
arnoldmo.org,,,,Local,,Missouri,"City of Arnold, MO -- Note added 9/2/15 14:14",http://www.arnoldmo.org/,6/6/13 18:08,local,,,,
arnoldsparkcity.com,,,,Local,,Iowa,"Arnolds Park, IA -- Note added 8/25/15 19:57",http://arnoldsparkcity.com/,6/6/13 18:08,local,,,,
aroostook.me.us,,,,County,,Maine,"Aroostook County, ME -- Note added 6/12/13 19:13",http://aroostook.me.us/,6/6/13 18:08,county,,,,
aroptometry.org,,,,State,,Arkansas,Arkansas State Board of Optometry -- Note added 11/18/13 15:44,http://www.aroptometry.org/,6/6/13 18:08,state,,,,
arptb.org,,,,State,,Arkansas,Arkansas State Board of Physical Therapy -- Note added 11/18/13 15:45,http://www.arptb.org/,6/6/13 18:08,state,,,,
arrowsic.org,,,,Local,,Maine,"arrowsic, me -- Note added 8/27/15 17:56",http://arrowsic.org/,6/6/13 18:08,local,,,,
arroyogrande.org,,,,Local,,California,City of Arroyo Grande website -- Note added 3/10/15 16:50,http://www.arroyogrande.org/,6/6/13 18:08,local,,,,
artesiansd.com,,,,Local,,South Dakota,"Town of Artesian, SD -- Note added 2/26/14 19:08",http://artesiansd.com/,6/6/13 18:08,local,,,,
arundelmaine.org,,,,Local,,Maine,"Town of Arundel, ME -- Note added 11/20/13 16:21",http://www.arundelmaine.org/,6/6/13 18:08,local,,,,
arvin.org,,,,Local,,California,City of Arvin website -- Note added 3/10/15 16:52,http://www.arvin.org/,6/6/13 18:08,local,,,,
asbca.org,,,,State,,Arkansas,Arkansas State Board of Collection Agencies -- Note added 11/18/13 15:45,http://www.asbca.org/,6/6/13 18:08,state,,,,
ascensionparish.net,,,,County,,Louisiana,"Ascension Parish, Louisiana -- Note added 8/21/15 17:38",http://ascensionparish.net/,6/6/13 18:08,county,,,,
asdd.com,,,,State,,Alabama,"Alabama State Port Authority, Mobile, AL -- Note added 6/12/13 17:16",http://asdd.com/,6/6/13 18:08,state,,,,
asgteo.com,,,,State,,American Samoa,American Samoa Territorial Energy Office -- Note added 6/7/13 14:55,http://asgteo.com/,6/7/13 14:54,state,,,,
asharoken.com,,,,Local,,New York,"Village of Asharoken, NY -- Note added 6/8/15 12:07",http://asharoken.com/,6/6/13 18:08,local,,,,
ashecountygov.com,,,,County,,North Carolina,"ashe county, nc -- Note added 9/11/15 17:11",http://www.ashecountygov.com/,6/6/13 18:08,county,,,,
ashfordtownhall.org,,,,Local,,Connecticut,"Town of Ashford, CT -- Note added 12/15/14 6:14",http://ashfordtownhall.org/,6/6/13 18:08,local,,,,
ashgrovemo.gov,,,,Local,,Missouri,"City of Ash Grove, MO -- Note added 9/2/15 14:21",http://www.ashgrovemo.gov/,6/6/13 18:08,local,,,,
ashiwi.org,,,,Native Sovereign Nation / Tribal,,New Mexico,"Pueblo of Zuni, Zuni, NM -- Note added 6/12/13 15:49",http://ashiwi.org/,6/6/13 18:08,native_sovereign_nation_tribal,,,,
ashland-ohio.com,,,,Local,,Ohio,"City of Ashland, OH -- Note added 3/10/14 15:25",http://www.ashland-ohio.com,6/6/13 18:08,local,,,,
ashland.ms,,,,Local,,Mississippi,"Town of Ashland, MS -- Note added 7/8/14 13:04",http://ashland.ms/,6/6/13 18:08,local,,,,
ashland.or.us,,,,Local,,Oregon,"City of Ashland, OR -- Note added 6/12/14 12:36",http://ashland.or.us/,6/6/13 18:08,local,,,,
ashlandcounty.org,,,,County,,Ohio,"Ashland County, OH -- Note added 3/10/14 15:29",http://www.ashlandcounty.org,6/6/13 18:08,county,,,,
ashlandmass.com,,,,Local,,Massachusetts,"Ashland, Ma -- Note added 8/26/15 15:35",http://www.ashlandmass.com/,6/6/13 18:08,local,,,,
ashlandmo.us,,,,Local,,Missouri,"City of Ash Land, MO -- Note added 9/2/15 14:32",http://ashlandmo.us/,6/6/13 18:08,local,,,,
ashley-nd.com,,,,Local,,North Dakota,"City of Ashley, ND -- Note added 7/18/13 12:51",http://ashley-nd.com/,6/6/13 18:08,local,,,,
ashtownship.org,,,,Local,,Michigan,"ash township, mi -- Note added 9/2/15 19:57",http://ashtownship.org/,6/6/13 18:08,local,,,,
ashwaubenon.com,,,,Local,,Wisconsin,"Village of Ashwaubenon, WI -- Note added 4/1/14 14:06",http://www.ashwaubenon.com/,6/6/13 18:08,local,,,,
askjan.org,Department of Labor,Office of Disability Employment Policy,,Federal,,,"Job Accommodation Network, a service of U.S. Department of Labor's Office of Disability Employment Policy. -- Note added 9/24/13 12:49",http://askjan.org/,9/24/13 12:48,federal,unspecified,,,
askpsc.com,,,,State,,New York,New York State Public Service Commission‚Äôs Consumer Web Site -- Note added 1/10/14 19:17,http://www.askpsc.com/,1/10/14 19:17,state,,,,
asmdc.org,,,,State,,California,"California State Assembly Democratic Caucus, State of California -- Note added 6/6/13 18:08",,6/6/13 18:08,state,,,,
aspenpitkin.com,,,,County,,Colorado,"Aspen and Pitkin Counties, CO -- Note added 7/11/14 5:17",http://aspenpitkin.com/,6/6/13 18:08,county,,,,
aspinwallpa.com,,,,Local,,Pennsylvania,"Aspinwall Borough, PA -- Note added 12/6/13 14:09",http://www.aspinwallpa.com/default.aspx,6/6/13 18:08,local,,,,
assumptionla.com,,,,County,,Louisiana,"Assumption Parish, La -- Note added 8/24/15 13:55",http://assumptionla.com/,6/6/13 18:08,county,,,,
asthmacommunitynetwork.org,,,,Quasigovernmental,,," Asthma Community Network            Join today and become a partner in building and maintaining AsthmaCommunityNetwork.org. This online Network is designed for community-based asthma programs and organizations that sponsor them&mdash;including representatives of health plans and providers, government health and environmental agencies, nonprofits, coalitions, schools and more. The Network is supported by the http://www.epa.gov/ U.S. Environmental Protection Agency in partnership with http://asthma.umich.edu/ Allies Against Asthma, a program of the Robert Wood Johnson Foundation and the http://www.asthmacommunitynetwork.org/mcanpartners Merck Childhood Asthma Network, Inc. (MCAN), a nonprofit organization funded by the Merck Company Foundation. From http://www.asthmacommunitynetwork.org/about/whoweare ; Retrieved December 23, 2016         -- Note added 12/23/16 21:37",http://www.asthmacommunitynetwork.org/,12/23/16 20:36,quasigovernmental,,,,
astontownship.net,,,,Local,,Pennsylvania,"Aston Township, PA -- Note added 6/30/14 20:47",http://astontownship.net/,6/6/13 18:08,local,,,,
astoria.or.us,,,,Local,,Oregon,"City of Astoria, OR -- Note added 6/12/14 12:37",http://astoria.or.us/,6/6/13 18:08,local,,,,
atascadero.org,,,,Local,,California,City of Atascadero website -- Note added 3/10/15 16:58,http://atascadero.org/,6/6/13 18:08,local,,,,
atchisoncountyks.org,,,,County,,Kansas,"Atchison County, KS -- Note added 6/6/13 18:08",http://atchisoncountyks.org/,6/6/13 18:08,county,,,,
atglen.org,,,,Local,,Pennsylvania,"Borough of Atglen, PA -- Note added 6/30/14 20:50",http://atglen.org/,6/6/13 18:08,local,,,,
athensal.us,,,,Local,,Alabama,"City of Athens, AL -- Note added 6/12/13 17:17",http://athensal.us/,6/6/13 18:08,local,,,,
athensclarkecounty.com,,,,County,,Georgia,Athens-Clarke County Unified Government -- Note added 6/6/13 18:08,http://athensclarkecounty.com/,6/6/13 18:08,county,,,,
athenscountygovernment.com,,,,County,,Ohio,"Athens County, OH -- Note added 11/20/13 16:17",,6/6/13 18:08,county,,,,
co.athensoh.org,,,,County,,Ohio,"Athens County, OH -- Note added 11/20/13 16:18",http://www.co.athensoh.org/,11/20/13 16:18,county,,,,
athenstownship.com,,,,Local,,Minnesota,"Athens Township, MN -- Note added 3/20/14 17:18",http://athenstownship.com/,6/6/13 18:08,local,,,,
athenswis.com,,,,Local,,Wisconsin,"Village of Athens, WI -- Note added 7/25/14 5:09",http://www.athenswis.com/,6/6/13 18:08,local,,,,
